pedigree,female,male,env,blue
A01021/R01302,A01021,R01302,19CS,1.81
A01021/R02107,A01021,R02107,19CS,1.81
A01021/R05425,A01021,R05425,19CS,1.87
A01021/R07178,A01021,R07178,19CS,1.845
A01021/R11158,A01021,R11158,19CS,1.71
A01021/R12145,A01021,R12145,19CS,1.705
A01021/RTx2917,A01021,RTx2917,19CS,1.68
A01021/RTx2935,A01021,RTx2935,19CS,1.695
A01021/RTx2943,A01021,RTx2943,19CS,1.895
A01046/R04104,A01046,R04104,19CS,1.82
A01046/R05386,A01046,R05386,19CS,1.825
A01046/R05512,A01046,R05512,19CS,1.86
A01046/R11208,A01046,R11208,19CS,1.825
A01046/R12156,A01046,R12156,19CS,1.8
A01046/RTx2914,A01046,RTx2914,19CS,1.895
A01046/RTx2935,A01046,RTx2935,19CS,1.87
A01362/R04060,A01362,R04060,19CS,1.615
A01362/R05330,A01362,R05330,19CS,1.61
A01362/R05512,A01362,R05512,19CS,1.505
A01362/R07178,A01362,R07178,19CS,1.695
A01362/R08304,A01362,R08304,19CS,1.745
A01362/R12145,A01362,R12145,19CS,1.655
A01362/RTx2912,A01362,RTx2912,19CS,1.565
A01362/RTx2914,A01362,RTx2914,19CS,1.645
A01362/RTx2919,A01362,RTx2919,19CS,1.635
A01362/RTx2937,A01362,RTx2937,19CS,1.605
A01362/RTx2943,A01362,RTx2943,19CS,1.765
A03017/R04060,A03017,R04060,19CS,1.77
A03017/R04104,A03017,R04104,19CS,1.67
A03017/RTx2918,A03017,RTx2918,19CS,1.705
A03017/RTx2920,A03017,RTx2920,19CS,1.81
A03032/R04060,A03032,R04060,19CS,1.705
A03032/R08297,A03032,R08297,19CS,1.805
A03032/RTx2913,A03032,RTx2913,19CS,1.745
A03032/RTx2918,A03032,RTx2918,19CS,1.7
A03032/RTx2942,A03032,RTx2942,19CS,1.735
A03032/RTx2943,A03032,RTx2943,19CS,1.86
A03040/R03248,A03040,R03248,19CS,1.7
A03040/R04104,A03040,R04104,19CS,1.63
A03040/R05393,A03040,R05393,19CS,1.66
A03040/R07178,A03040,R07178,19CS,1.69
A03040/R08306,A03040,R08306,19CS,1.735
A03040/R12071,A03040,R12071,19CS,1.76
A03040/R12154,A03040,R12154,19CS,1.67
A03040/RTx2913,A03040,RTx2913,19CS,1.645
A03040/RTx2917,A03040,RTx2917,19CS,1.52
A03040/RTx2940,A03040,RTx2940,19CS,1.72
A03040/RTx2942,A03040,RTx2942,19CS,1.535
A03043/R01302,A03043,R01302,19CS,1.84
A03043/R04104,A03043,R04104,19CS,1.735
A03043/R05330,A03043,R05330,19CS,1.715
A03043/R05386,A03043,R05386,19CS,1.69
A03043/R05425,A03043,R05425,19CS,1.79
A03043/R08297,A03043,R08297,19CS,1.675
A03043/R08304,A03043,R08304,19CS,1.83
A03043/R12148,A03043,R12148,19CS,1.74
A03043/RTx2913,A03043,RTx2913,19CS,1.82
A03043/RTx2920,A03043,RTx2920,19CS,1.705
A03043/RTx2940,A03043,RTx2940,19CS,1.79
A03054/R01302,A03054,R01302,19CS,1.885
A03054/R05405,A03054,R05405,19CS,1.76
A03054/R07161,A03054,R07161,19CS,1.87
A03054/R12156,A03054,R12156,19CS,1.64
A03054/RTx2918,A03054,RTx2918,19CS,1.61
A03054/RTx2936,A03054,RTx2936,19CS,1.775
A03054/RTx2940,A03054,RTx2940,19CS,1.755
A03054/RTx2941,A03054,RTx2941,19CS,1.8
A03055/R04104,A03055,R04104,19CS,1.685
A03055/R05330,A03055,R05330,19CS,1.715
A03055/R07161,A03055,R07161,19CS,1.885
A03055/R08297,A03055,R08297,19CS,1.7
A03055/R12148,A03055,R12148,19CS,1.755
A03055/RTx2918,A03055,RTx2918,19CS,1.815
A03055/RTx2936,A03055,RTx2936,19CS,1.84
A03055/RTx2942,A03055,RTx2942,19CS,1.615
A03055/RTx2943,A03055,RTx2943,19CS,1.835
A03055/RTx2944,A03055,RTx2944,19CS,1.81
A03089/R04104,A03089,R04104,19CS,1.6
A03089/R05393,A03089,R05393,19CS,1.68
A03089/R08224,A03089,R08224,19CS,1.93
A03089/R12157,A03089,R12157,19CS,1.665
A03089/RTx2914,A03089,RTx2914,19CS,1.81
A03089/RTx2917,A03089,RTx2917,19CS,1.565
A03093/R02107,A03093,R02107,19CS,1.725
A03093/R05386,A03093,R05386,19CS,1.8
A03093/R05405,A03093,R05405,19CS,1.695
A03093/R07178,A03093,R07178,19CS,1.805
A03093/R08297,A03093,R08297,19CS,1.655
A03093/R12148,A03093,R12148,19CS,1.74
A03093/RTx2913,A03093,RTx2913,19CS,1.715
A03093/RTx2917,A03093,RTx2917,19CS,1.625
A03093/RTx2920,A03093,RTx2920,19CS,1.715
A03093/RTx2940,A03093,RTx2940,19CS,1.76
A03093/RTx2944,A03093,RTx2944,19CS,1.81
A03121/R02107,A03121,R02107,19CS,1.745
A03121/R05330,A03121,R05330,19CS,1.56
A03121/R05425,A03121,R05425,19CS,1.605
A03121/R07178,A03121,R07178,19CS,1.735
A03121/R08224,A03121,R08224,19CS,1.83
A03121/R08303,A03121,R08303,19CS,1.625
A03121/R12157,A03121,R12157,19CS,1.61
A03121/RTx2913,A03121,RTx2913,19CS,1.64
A03121/RTx2919,A03121,RTx2919,19CS,1.605
A03121/RTx2935,A03121,RTx2935,19CS,1.665
A03121/RTx2944,A03121,RTx2944,19CS,1.795
A05071/R02107,A05071,R02107,19CS,1.735
A05071/R04060,A05071,R04060,19CS,1.72
A05071/R05330,A05071,R05330,19CS,1.745
A05071/R05405,A05071,R05405,19CS,1.9
A05071/R05425,A05071,R05425,19CS,1.705
A05071/R08297,A05071,R08297,19CS,1.715
A05071/R11158,A05071,R11158,19CS,1.74
A05071/R12154,A05071,R12154,19CS,1.825
A05071/RTx2916,A05071,RTx2916,19CS,1.865
A05071/RTx2918,A05071,RTx2918,19CS,1.775
A05071/RTx2936,A05071,RTx2936,19CS,1.81
A05071/RTx2942,A05071,RTx2942,19CS,1.675
A05210/R03248,A05210,R03248,19CS,1.745
A05210/R05330,A05210,R05330,19CS,1.68
A05210/R05405,A05210,R05405,19CS,1.665
A05210/R05512,A05210,R05512,19CS,1.64
A05210/R08224,A05210,R08224,19CS,1.83
A05210/R12145,A05210,R12145,19CS,1.72
A05210/R12154,A05210,R12154,19CS,1.65
A05210/R12157,A05210,R12157,19CS,1.685
A05210/RTx2937,A05210,RTx2937,19CS,1.705
A05210/RTx2938,A05210,RTx2938,19CS,1.745
A05210/RTx2943,A05210,RTx2943,19CS,1.845
A05269/R01302,A05269,R01302,19CS,1.805
A05269/R05330,A05269,R05330,19CS,1.575
A05269/R07161,A05269,R07161,19CS,1.8
A05269/R08303,A05269,R08303,19CS,1.715
A05269/R08306,A05269,R08306,19CS,1.825
A05269/R11208,A05269,R11208,19CS,1.7
A05269/R12156,A05269,R12156,19CS,1.735
A05269/RTx2919,A05269,RTx2919,19CS,1.665
A05269/RTx2936,A05269,RTx2936,19CS,1.9
A05269/RTx2943,A05269,RTx2943,19CS,1.825
A05269/RTx2944,A05269,RTx2944,19CS,1.82
A06035/R03248,A06035,R03248,19CS,1.685
A06035/R05330,A06035,R05330,19CS,1.69
A06035/R12154,A06035,R12154,19CS,1.645
A06035/RTx2913,A06035,RTx2913,19CS,1.8
A06035/RTx2917,A06035,RTx2917,19CS,1.61
A06035/RTx2920,A06035,RTx2920,19CS,1.755
A06035/RTx2936,A06035,RTx2936,19CS,1.84
A06035/RTx2943,A06035,RTx2943,19CS,1.895
A06036/R04104,A06036,R04104,19CS,1.905
A06036/R08306,A06036,R08306,19CS,1.97
A06036/R11158,A06036,R11158,19CS,1.845
A06036/R12156,A06036,R12156,19CS,1.81
A06036/RTx2919,A06036,RTx2919,19CS,1.795
A06036/RTx2940,A06036,RTx2940,19CS,1.76
A07118/R07161,A07118,R07161,19CS,1.73
A07118/R08224,A07118,R08224,19CS,1.75
A07118/R08304,A07118,R08304,19CS,1.68
A07118/R12145,A07118,R12145,19CS,1.595
A07118/R12148,A07118,R12148,19CS,1.585
A07118/R12157,A07118,R12157,19CS,1.645
A07118/RTx2919,A07118,RTx2919,19CS,1.58
A07118/RTx2944,A07118,RTx2944,19CS,1.745
A07124/R01302,A07124,R01302,19CS,1.685
A07124/R04060,A07124,R04060,19CS,1.595
A07124/R05330,A07124,R05330,19CS,1.525
A07124/R05425,A07124,R05425,19CS,1.595
A07124/R07178,A07124,R07178,19CS,1.655
A07124/R11158,A07124,R11158,19CS,1.565
A07124/R11208,A07124,R11208,19CS,1.57
A07124/RTx2917,A07124,RTx2917,19CS,1.43
A07124/RTx2919,A07124,RTx2919,19CS,1.565
A07124/RTx2935,A07124,RTx2935,19CS,1.585
A07124/RTx2943,A07124,RTx2943,19CS,1.775
A08068/R03248,A08068,R03248,19CS,1.915
A08068/R07161,A08068,R07161,19CS,1.975
A08068/R11158,A08068,R11158,19CS,1.91
A08068/R12156,A08068,R12156,19CS,1.82
A08068/RTx2919,A08068,RTx2919,19CS,1.825
A08068/RTx2941,A08068,RTx2941,19CS,1.975
A08134/R02107,A08134,R02107,19CS,1.83
A08134/R04060,A08134,R04060,19CS,1.84
A08134/R05405,A08134,R05405,19CS,1.865
A08134/R07178,A08134,R07178,19CS,1.93
A08134/R08297,A08134,R08297,19CS,1.79
A08134/R11158,A08134,R11158,19CS,1.8
A08134/R12148,A08134,R12148,19CS,1.855
A08134/RTx2918,A08134,RTx2918,19CS,1.77
A08134/RTx2936,A08134,RTx2936,19CS,1.92
A08134/RTx2940,A08134,RTx2940,19CS,1.92
A08134/RTx2943,A08134,RTx2943,19CS,1.895
A08140/R04060,A08140,R04060,19CS,1.79
A08140/R04104,A08140,R04104,19CS,1.805
A08140/R05386,A08140,R05386,19CS,1.82
A08140/R07178,A08140,R07178,19CS,1.835
A08140/R08303,A08140,R08303,19CS,1.74
A08140/R12148,A08140,R12148,19CS,1.885
A08140/R12156,A08140,R12156,19CS,1.695
A08140/RTx2942,A08140,RTx2942,19CS,1.73
A08158/R01302,A08158,R01302,19CS,1.93
A08158/R03248,A08158,R03248,19CS,1.825
A08158/R05330,A08158,R05330,19CS,1.745
A08158/R07178,A08158,R07178,19CS,1.94
A08158/R08224,A08158,R08224,19CS,2.005
A08158/R12071,A08158,R12071,19CS,1.88
A08158/R12145,A08158,R12145,19CS,1.745
A08158/R12154,A08158,R12154,19CS,1.87
A08158/RTx2912,A08158,RTx2912,19CS,1.765
A08158/RTx2914,A08158,RTx2914,19CS,1.795
A08158/RTx2917,A08158,RTx2917,19CS,1.725
A08158/RTx2939,A08158,RTx2939,19CS,1.825
A11076/R04060,A11076,R04060,19CS,1.575
A11076/R07178,A11076,R07178,19CS,1.725
A11076/R08297,A11076,R08297,19CS,1.615
A11076/R12148,A11076,R12148,19CS,1.51
A11076/R12154,A11076,R12154,19CS,1.675
A11076/RTx2918,A11076,RTx2918,19CS,1.635
A11076/RTx2938,A11076,RTx2938,19CS,1.67
A11076/RTx2940,A11076,RTx2940,19CS,1.73
A11085/R02107,A11085,R02107,19CS,1.815
A11085/R03248,A11085,R03248,19CS,1.75
A11085/R04104,A11085,R04104,19CS,1.855
A11085/R07178,A11085,R07178,19CS,1.95
A11085/R12148,A11085,R12148,19CS,1.8
A11085/RTx2942,A11085,RTx2942,19CS,1.74
A11085/RTx2944,A11085,RTx2944,19CS,1.81
AHF14/R07161,AHF14,R07161,19CS,1.93
AHF14/RTx2943,AHF14,RTx2943,19CS,1.94
AKS116/R02107,AKS116,R02107,19CS,1.745
AKS116/R08303,AKS116,R08303,19CS,1.815
AKS116/R12154,AKS116,R12154,19CS,1.675
AKS116/RTx2917,AKS116,RTx2917,19CS,1.575
AKS116/RTx2920,AKS116,RTx2920,19CS,1.62
AKS116/RTx2936,AKS116,RTx2936,19CS,1.86
AKS116/RTx2940,AKS116,RTx2940,19CS,1.675
AKS116/RTx2942,AKS116,RTx2942,19CS,1.635
AKS116/RTx2944,AKS116,RTx2944,19CS,1.725
AKS117/R01302,AKS117,R01302,19CS,1.8
AKS117/R12148,AKS117,R12148,19CS,1.77
AKS117/RTx2914,AKS117,RTx2914,19CS,1.815
AKS117/RTx2942,AKS117,RTx2942,19CS,1.69
AKS118/R08303,AKS118,R08303,19CS,1.76
AKS118/R12156,AKS118,R12156,19CS,1.67
AKS118/RTx2912,AKS118,RTx2912,19CS,1.755
AKS118/RTx2916,AKS118,RTx2916,19CS,1.795
AKS118/RTx2918,AKS118,RTx2918,19CS,1.745
AKS118/RTx2935,AKS118,RTx2935,19CS,1.82
AKS118/RTx2943,AKS118,RTx2943,19CS,1.84
AKS119/R01302,AKS119,R01302,19CS,1.755
AKS119/R05386,AKS119,R05386,19CS,1.795
AKS119/R05393,AKS119,R05393,19CS,1.855
AKS119/R05512,AKS119,R05512,19CS,1.75
AKS119/R08304,AKS119,R08304,19CS,1.845
AKS119/RTx2914,AKS119,RTx2914,19CS,1.75
AKS119/RTx2918,AKS119,RTx2918,19CS,1.745
AKS119/RTx2919,AKS119,RTx2919,19CS,1.77
AKS120/R04060,AKS120,R04060,19CS,1.8
AKS120/R05425,AKS120,R05425,19CS,1.84
AKS120/R07161,AKS120,R07161,19CS,1.795
AKS120/R08303,AKS120,R08303,19CS,1.765
AKS120/R08306,AKS120,R08306,19CS,1.825
AKS120/R12071,AKS120,R12071,19CS,1.75
AKS120/RTx2918,AKS120,RTx2918,19CS,1.745
AKS120/RTx2935,AKS120,RTx2935,19CS,1.775
AKS120/RTx2942,AKS120,RTx2942,19CS,1.725
AN263/R08224,AN263,R08224,19CS,1.88
AN263/R11208,AN263,R11208,19CS,1.69
AN263/R12148,AN263,R12148,19CS,1.71
AN263/RTx2935,AN263,RTx2935,19CS,1.66
AN263/RTx2936,AN263,RTx2936,19CS,1.87
AN263/RTx2938,AN263,RTx2938,19CS,1.79
AN268/R11158,AN268,R11158,19CS,1.625
AN268/R12148,AN268,R12148,19CS,1.695
AN268/R12154,AN268,R12154,19CS,1.765
AN290/R02107,AN290,R02107,19CS,1.69
AN290/R03248,AN290,R03248,19CS,1.755
AN290/R05386,AN290,R05386,19CS,1.665
AN290/R07161,AN290,R07161,19CS,1.82
AN290/R12154,AN290,R12154,19CS,1.79
AN290/RTx2917,AN290,RTx2917,19CS,1.595
AN290/RTx2920,AN290,RTx2920,19CS,1.8
AN290/RTx2942,AN290,RTx2942,19CS,1.7
AN290/RTx2943,AN290,RTx2943,19CS,1.83
ATx2921/R01302,ATx2921,R01302,19CS,1.76
ATx2921/R05330,ATx2921,R05330,19CS,1.605
ATx2921/R05405,ATx2921,R05405,19CS,1.675
ATx2921/R07178,ATx2921,R07178,19CS,1.715
ATx2921/R12145,ATx2921,R12145,19CS,1.72
ATx2921/R12157,ATx2921,R12157,19CS,1.595
ATx2921/RTx2914,ATx2921,RTx2914,19CS,1.735
ATx2921/RTx2918,ATx2921,RTx2918,19CS,1.68
ATx2923/R03248,ATx2923,R03248,19CS,1.67
ATx2923/R04104,ATx2923,R04104,19CS,1.625
ATx2923/R05330,ATx2923,R05330,19CS,1.66
ATx2923/R05405,ATx2923,R05405,19CS,1.725
ATx2923/R05425,ATx2923,R05425,19CS,1.755
ATx2923/R08297,ATx2923,R08297,19CS,1.77
ATx2923/R11158,ATx2923,R11158,19CS,1.7
ATx2923/R11208,ATx2923,R11208,19CS,1.78
ATx2923/R12145,ATx2923,R12145,19CS,1.625
ATx2923/RTx2913,ATx2923,RTx2913,19CS,1.72
ATx2923/RTx2917,ATx2923,RTx2917,19CS,1.625
ATx2923/RTx2936,ATx2923,RTx2936,19CS,1.74
ATx2924/R04060,ATx2924,R04060,19CS,1.7
ATx2924/R05386,ATx2924,R05386,19CS,1.705
ATx2924/R05393,ATx2924,R05393,19CS,1.67
ATx2924/R05512,ATx2924,R05512,19CS,1.625
ATx2924/R08224,ATx2924,R08224,19CS,1.805
ATx2924/R11158,ATx2924,R11158,19CS,1.705
ATx2924/R12145,ATx2924,R12145,19CS,1.62
ATx2924/RTx2918,ATx2924,RTx2918,19CS,1.59
ATx2924/RTx2920,ATx2924,RTx2920,19CS,1.725
ATx2924/RTx2936,ATx2924,RTx2936,19CS,1.8
ATx2924/RTx2940,ATx2924,RTx2940,19CS,1.75
ATx2924/RTx2941,ATx2924,RTx2941,19CS,1.785
ATx2926/R01302,ATx2926,R01302,19CS,1.735
ATx2926/R05393,ATx2926,R05393,19CS,1.695
ATx2926/R05405,ATx2926,R05405,19CS,1.755
ATx2926/R07161,ATx2926,R07161,19CS,1.815
ATx2926/R08297,ATx2926,R08297,19CS,1.695
ATx2926/R08304,ATx2926,R08304,19CS,1.765
ATx2926/R12154,ATx2926,R12154,19CS,1.62
ATx2926/RTx2913,ATx2926,RTx2913,19CS,1.765
ATx2926/RTx2917,ATx2926,RTx2917,19CS,1.585
ATx2926/RTx2919,ATx2926,RTx2919,19CS,1.68
ATx2926/RTx2944,ATx2926,RTx2944,19CS,1.825
ATx2927/R12157,ATx2927,R12157,19CS,1.675
ATx2927/RTx2936,ATx2927,RTx2936,19CS,1.745
ATx2927/RTx2937,ATx2927,RTx2937,19CS,1.65
ATx2930/R01302,ATx2930,R01302,19CS,1.765
ATx2930/R02107,ATx2930,R02107,19CS,1.735
ATx2930/R03248,ATx2930,R03248,19CS,1.77
ATx2930/R05393,ATx2930,R05393,19CS,1.69
ATx2930/R05425,ATx2930,R05425,19CS,1.715
ATx2930/R07178,ATx2930,R07178,19CS,1.735
ATx2930/R08303,ATx2930,R08303,19CS,1.715
ATx2930/R11158,ATx2930,R11158,19CS,1.74
ATx2930/R12148,ATx2930,R12148,19CS,1.69
ATx2930/R12154,ATx2930,R12154,19CS,1.67
ATx2930/RTx2920,ATx2930,RTx2920,19CS,1.755
ATx2930/RTx2940,ATx2930,RTx2940,19CS,1.72
ATx2930/RTx2942,ATx2930,RTx2942,19CS,1.685
ATx2931/R01302,ATx2931,R01302,19CS,1.87
ATx2931/R05405,ATx2931,R05405,19CS,1.735
ATx2931/R07161,ATx2931,R07161,19CS,1.8
ATx2931/R08297,ATx2931,R08297,19CS,1.835
ATx2931/R08304,ATx2931,R08304,19CS,1.775
ATx2931/R08306,ATx2931,R08306,19CS,1.805
ATx2931/R11208,ATx2931,R11208,19CS,1.685
ATx2931/RTx2936,ATx2931,RTx2936,19CS,1.805
ATx2931/RTx2940,ATx2931,RTx2940,19CS,1.8
ATx2931/RTx2943,ATx2931,RTx2943,19CS,1.83
ATx2934/R05386,ATx2934,R05386,19CS,1.645
ATx2934/R08297,ATx2934,R08297,19CS,1.81
ATx2934/R11208,ATx2934,R11208,19CS,1.765
ATx2934/R12157,ATx2934,R12157,19CS,1.755
ATx2934/RTx2935,ATx2934,RTx2935,19CS,1.695
ATx2934/RTx2941,ATx2934,RTx2941,19CS,1.77
ATx3408/R05330,ATx3408,R05330,19CS,1.7
ATx3408/R12145,ATx3408,R12145,19CS,1.79
ATx3408/RTx2935,ATx3408,RTx2935,19CS,1.77
ATx3409/R08224,ATx3409,R08224,19CS,1.72
ATx644/R05330,ATx644,R05330,19CS,1.725
ATx644/R08224,ATx644,R08224,19CS,1.82
ATx644/RTx2935,ATx644,RTx2935,19CS,1.605
ATx644/RTx2936,ATx644,RTx2936,19CS,1.91
A01021/R02107,A01021,R02107,19TA,1.885
A01021/R07178,A01021,R07178,19TA,1.91
