pedigree,female,male,env,blue
A01021/R12145,A01021,R12145,19TA,1.85
A01021/RTx2935,A01021,RTx2935,19TA,1.777
A01046/R05386,A01046,R05386,19TA,2.005
A01046/R11208,A01046,R11208,19TA,1.94
A01046/RTx2914,A01046,RTx2914,19TA,2.002
A01362/R04060,A01362,R04060,19TA,1.635
A01362/R05512,A01362,R05512,19TA,1.58
A01362/R08304,A01362,R08304,19TA,1.785
A01362/RTx2912,A01362,RTx2912,19TA,1.762
A01362/RTx2919,A01362,RTx2919,19TA,1.682
A01362/RTx2943,A01362,RTx2943,19TA,1.842
A03017/R04104,A03017,R04104,19TA,1.777
A03017/RTx2918,A03017,RTx2918,19TA,1.79
A03032/R04060,A03032,R04060,19TA,1.78
A03032/RTx2913,A03032,RTx2913,19TA,1.83
A03032/RTx2942,A03032,RTx2942,19TA,1.74
A03040/R04104,A03040,R04104,19TA,1.622
A03040/R05393,A03040,R05393,19TA,1.712
A03040/R08306,A03040,R08306,19TA,1.705
A03040/R12071,A03040,R12071,19TA,1.797
A03040/R12154,A03040,R12154,19TA,1.695
A03040/RTx2917,A03040,RTx2917,19TA,1.62
A03040/RTx2942,A03040,RTx2942,19TA,1.607
A03043/R04104,A03043,R04104,19TA,1.825
A03043/R05386,A03043,R05386,19TA,1.812
A03043/R08297,A03043,R08297,19TA,1.885
A03043/R12148,A03043,R12148,19TA,1.755
A03043/RTx2920,A03043,RTx2920,19TA,1.785
A03054/R05405,A03054,R05405,19TA,1.777
A03054/R12156,A03054,R12156,19TA,1.722
A03054/RTx2936,A03054,RTx2936,19TA,1.807
A03054/RTx2941,A03054,RTx2941,19TA,1.852
A03055/R05330,A03055,R05330,19TA,1.79
A03055/R08297,A03055,R08297,19TA,1.765
A03055/RTx2918,A03055,RTx2918,19TA,1.879
A03055/RTx2942,A03055,RTx2942,19TA,1.639
A03055/RTx2944,A03055,RTx2944,19TA,1.844
A03089/R05393,A03089,R05393,19TA,1.769
A03089/R12157,A03089,R12157,19TA,1.649
A03089/RTx2917,A03089,RTx2917,19TA,1.599
A03093/R02107,A03093,R02107,19TA,1.779
A03093/R05405,A03093,R05405,19TA,1.744
A03093/R08297,A03093,R08297,19TA,1.689
A03093/RTx2913,A03093,RTx2913,19TA,1.839
A03093/RTx2920,A03093,RTx2920,19TA,1.799
A03093/RTx2944,A03093,RTx2944,19TA,1.819
A03121/R05330,A03121,R05330,19TA,1.664
A03121/R07178,A03121,R07178,19TA,1.734
A03121/R08303,A03121,R08303,19TA,1.659
A03121/RTx2913,A03121,RTx2913,19TA,1.704
A03121/RTx2935,A03121,RTx2935,19TA,1.669
A05071/R02107,A05071,R02107,19TA,1.804
A05071/R05330,A05071,R05330,19TA,1.834
A05071/R05425,A05071,R05425,19TA,1.824
A05071/R11158,A05071,R11158,19TA,1.809
A05071/RTx2936,A05071,RTx2936,19TA,1.934
A05210/R03248,A05210,R03248,19TA,1.769
A05210/R05405,A05210,R05405,19TA,1.769
A05210/R08224,A05210,R08224,19TA,1.939
A05210/R12154,A05210,R12154,19TA,1.684
A05210/RTx2937,A05210,RTx2937,19TA,1.839
A05210/RTx2943,A05210,RTx2943,19TA,1.879
A05269/R05330,A05269,R05330,19TA,1.654
A05269/R08303,A05269,R08303,19TA,1.739
A05269/R11208,A05269,R11208,19TA,1.799
A05269/RTx2919,A05269,RTx2919,19TA,1.759
A05269/RTx2943,A05269,RTx2943,19TA,1.889
A06035/R03248,A06035,R03248,19TA,1.709
A06035/R12154,A06035,R12154,19TA,1.719
A06035/RTx2917,A06035,RTx2917,19TA,1.659
A06035/RTx2936,A06035,RTx2936,19TA,1.924
A06036/R08306,A06036,R08306,19TA,2.024
A06036/RTx2940,A06036,RTx2940,19TA,1.854
A07118/R08224,A07118,R08224,19TA,1.804
A07118/R12145,A07118,R12145,19TA,1.664
A07118/R12157,A07118,R12157,19TA,1.564
A07118/RTx2944,A07118,RTx2944,19TA,1.719
A07124/R04060,A07124,R04060,19TA,1.514
A07124/R05425,A07124,R05425,19TA,1.684
A07124/R11158,A07124,R11158,19TA,1.599
A07124/RTx2917,A07124,RTx2917,19TA,1.504
A07124/RTx2935,A07124,RTx2935,19TA,1.639
A08068/R03248,A08068,R03248,19TA,1.944
A08068/R11158,A08068,R11158,19TA,1.939
A08068/RTx2919,A08068,RTx2919,19TA,1.924
A08134/R04060,A08134,R04060,19TA,1.909
A08134/R07178,A08134,R07178,19TA,1.899
A08134/R11158,A08134,R11158,19TA,1.859
A08134/RTx2918,A08134,RTx2918,19TA,1.849
A08134/RTx2940,A08134,RTx2940,19TA,1.909
A08140/R04104,A08140,R04104,19TA,1.839
A08140/R05386,A08140,R05386,19TA,1.904
A08140/R08303,A08140,R08303,19TA,1.824
A08140/R12156,A08140,R12156,19TA,1.804
A08158/R01302,A08158,R01302,19TA,1.904
A08158/R05330,A08158,R05330,19TA,1.819
A08158/R08224,A08158,R08224,19TA,1.909
A08158/R12145,A08158,R12145,19TA,1.859
A08158/RTx2912,A08158,RTx2912,19TA,1.829
A08158/RTx2917,A08158,RTx2917,19TA,1.684
A11076/R04060,A11076,R04060,19TA,1.554
A11076/R08297,A11076,R08297,19TA,1.679
A11076/R12154,A11076,R12154,19TA,1.709
A11076/RTx2918,A11076,RTx2918,19TA,1.664
A11076/RTx2940,A11076,RTx2940,19TA,1.724
A11085/R04104,A11085,R04104,19TA,1.889
A11085/R07178,A11085,R07178,19TA,1.889
A11085/RTx2942,A11085,RTx2942,19TA,1.704
AKS116/R02107,AKS116,R02107,19TA,1.779
AKS116/R12154,AKS116,R12154,19TA,1.769
AKS116/RTx2920,AKS116,RTx2920,19TA,1.774
AKS116/RTx2940,AKS116,RTx2940,19TA,1.634
AKS116/RTx2944,AKS116,RTx2944,19TA,1.824
AKS117/R12148,AKS117,R12148,19TA,1.749
AKS118/R12156,AKS118,R12156,19TA,1.739
AKS118/RTx2916,AKS118,RTx2916,19TA,1.794
AKS118/RTx2935,AKS118,RTx2935,19TA,1.784
AKS119/R05386,AKS119,R05386,19TA,1.889
AKS119/R05512,AKS119,R05512,19TA,1.794
AKS119/RTx2914,AKS119,RTx2914,19TA,1.889
AKS119/RTx2919,AKS119,RTx2919,19TA,1.819
AKS120/R04060,AKS120,R04060,19TA,1.859
AKS120/R07161,AKS120,R07161,19TA,1.789
AKS120/R08306,AKS120,R08306,19TA,1.849
AKS120/R12148,AKS120,R12148,19TA,1.854
AKS120/RTx2935,AKS120,RTx2935,19TA,1.774
AKS120/RTx2944,AKS120,RTx2944,19TA,1.839
AN263/R11208,AN263,R11208,19TA,1.764
AN263/RTx2935,AN263,RTx2935,19TA,1.744
AN263/RTx2938,AN263,RTx2938,19TA,1.869
AN268/R12148,AN268,R12148,19TA,1.759
AN290/R02107,AN290,R02107,19TA,1.789
AN290/R05386,AN290,R05386,19TA,1.719
AN290/R12154,AN290,R12154,19TA,1.754
AN290/RTx2920,AN290,RTx2920,19TA,1.839
AN290/RTx2943,AN290,RTx2943,19TA,1.894
ATx2921/R05330,ATx2921,R05330,19TA,1.519
ATx2921/R07178,ATx2921,R07178,19TA,1.764
ATx2921/R12157,ATx2921,R12157,19TA,1.594
ATx2921/RTx2918,ATx2921,RTx2918,19TA,1.719
ATx2923/R03248,ATx2923,R03248,19TA,1.754
ATx2923/R05405,ATx2923,R05405,19TA,1.699
ATx2923/R08297,ATx2923,R08297,19TA,1.734
ATx2923/R11208,ATx2923,R11208,19TA,1.674
ATx2923/RTx2913,ATx2923,RTx2913,19TA,1.744
ATx2923/RTx2936,ATx2923,RTx2936,19TA,1.854
ATx2924/R05386,ATx2924,R05386,19TA,1.744
ATx2924/R05512,ATx2924,R05512,19TA,1.699
ATx2924/R11158,ATx2924,R11158,19TA,1.724
ATx2924/RTx2918,ATx2924,RTx2918,19TA,1.689
ATx2924/RTx2936,ATx2924,RTx2936,19TA,1.819
ATx2924/RTx2941,ATx2924,RTx2941,19TA,1.824
ATx2926/R05393,ATx2926,R05393,19TA,1.759
ATx2926/R07161,ATx2926,R07161,19TA,1.834
ATx2926/R08304,ATx2926,R08304,19TA,1.774
ATx2926/RTx2913,ATx2926,RTx2913,19TA,1.839
ATx2926/RTx2919,ATx2926,RTx2919,19TA,1.704
ATx2927/R12157,ATx2927,R12157,19TA,1.614
ATx2927/RTx2937,ATx2927,RTx2937,19TA,1.699
ATx2930/R02107,ATx2930,R02107,19TA,1.729
ATx2930/R05393,ATx2930,R05393,19TA,1.774
ATx2930/R07178,ATx2930,R07178,19TA,1.764
ATx2930/R11158,ATx2930,R11158,19TA,1.639
ATx2930/R12154,ATx2930,R12154,19TA,1.679
ATx2930/RTx2940,ATx2930,RTx2940,19TA,1.734
ATx2931/R01302,ATx2931,R01302,19TA,1.999
ATx2931/R07161,ATx2931,R07161,19TA,1.804
ATx2931/R08304,ATx2931,R08304,19TA,1.804
ATx2931/R11208,ATx2931,R11208,19TA,1.684
ATx2931/RTx2940,ATx2931,RTx2940,19TA,1.734
ATx2934/R05386,ATx2934,R05386,19TA,1.719
ATx2934/R11208,ATx2934,R11208,19TA,1.724
ATx2934/RTx2935,ATx2934,RTx2935,19TA,1.699
ATx3408/R05330,ATx3408,R05330,19TA,1.724
ATx3408/RTx2935,ATx3408,RTx2935,19TA,1.729
ATx644/R05330,ATx644,R05330,19TA,1.684
ATx644/RTx2935,ATx644,RTx2935,19TA,1.674
A01021/R01302,A01021,R01302,20CS,1.847
A01021/R02107,A01021,R02107,20CS,1.802
A01021/R05425,A01021,R05425,20CS,1.82
A01021/R07178,A01021,R07178,20CS,1.862
A01021/R11158,A01021,R11158,20CS,1.785
A01021/R12145,A01021,R12145,20CS,1.727
A01021/RTx2917,A01021,RTx2917,20CS,1.745
A01021/RTx2935,A01021,RTx2935,20CS,1.672
A01021/RTx2943,A01021,RTx2943,20CS,1.9
A01046/R04104,A01046,R04104,20CS,1.94
A01046/R05386,A01046,R05386,20CS,1.957
A01046/R05512,A01046,R05512,20CS,1.887
A01046/R11208,A01046,R11208,20CS,1.91
A01046/R12156,A01046,R12156,20CS,1.842
A01046/RTx2914,A01046,RTx2914,20CS,1.947
A01046/RTx2935,A01046,RTx2935,20CS,1.897
A01362/R04060,A01362,R04060,20CS,1.715
A01362/R05330,A01362,R05330,20CS,1.72
A01362/R05512,A01362,R05512,20CS,1.73
A01362/R07178,A01362,R07178,20CS,1.745
A01362/R08304,A01362,R08304,20CS,1.91
A01362/R12145,A01362,R12145,20CS,1.72
A01362/RTx2912,A01362,RTx2912,20CS,1.67
A01362/RTx2914,A01362,RTx2914,20CS,1.712
A01362/RTx2919,A01362,RTx2919,20CS,1.74
A01362/RTx2937,A01362,RTx2937,20CS,1.94
A01362/RTx2943,A01362,RTx2943,20CS,2.07
A03017/R04060,A03017,R04060,20CS,1.742
A03017/R04104,A03017,R04104,20CS,1.782
A03017/RTx2918,A03017,RTx2918,20CS,1.762
A03017/RTx2920,A03017,RTx2920,20CS,1.822
A03032/R04060,A03032,R04060,20CS,1.757
A03032/R08297,A03032,R08297,20CS,1.835
A03032/RTx2913,A03032,RTx2913,20CS,1.8
A03032/RTx2918,A03032,RTx2918,20CS,1.747
A03032/RTx2942,A03032,RTx2942,20CS,1.805
A03032/RTx2943,A03032,RTx2943,20CS,1.945
A03040/R03248,A03040,R03248,20CS,1.67
A03040/R04104,A03040,R04104,20CS,1.72
A03040/R05393,A03040,R05393,20CS,1.657
A03040/R07178,A03040,R07178,20CS,1.707
A03040/R08306,A03040,R08306,20CS,1.795
A03040/R12071,A03040,R12071,20CS,1.752
A03040/R12154,A03040,R12154,20CS,1.702
A03040/RTx2913,A03040,RTx2913,20CS,1.685
A03040/RTx2917,A03040,RTx2917,20CS,1.595
A03040/RTx2940,A03040,RTx2940,20CS,1.667
A03040/RTx2942,A03040,RTx2942,20CS,1.612
A03043/R01302,A03043,R01302,20CS,1.85
A03043/R04104,A03043,R04104,20CS,1.795
A03043/R05330,A03043,R05330,20CS,1.78
A03043/R05386,A03043,R05386,20CS,1.787
A03043/R05425,A03043,R05425,20CS,1.887
A03043/R08297,A03043,R08297,20CS,1.87
A03043/R08304,A03043,R08304,20CS,1.82
A03043/R12148,A03043,R12148,20CS,1.785
A03043/RTx2913,A03043,RTx2913,20CS,1.857
A03043/RTx2920,A03043,RTx2920,20CS,1.86
A03043/RTx2940,A03043,RTx2940,20CS,1.87
A03054/R01302,A03054,R01302,20CS,1.95
A03054/R05405,A03054,R05405,20CS,1.86
A03054/R07161,A03054,R07161,20CS,1.877
A03054/R12156,A03054,R12156,20CS,1.765
A03054/RTx2918,A03054,RTx2918,20CS,1.715
A03054/RTx2936,A03054,RTx2936,20CS,1.935
A03054/RTx2940,A03054,RTx2940,20CS,1.822
A03054/RTx2941,A03054,RTx2941,20CS,1.832
A03055/R04104,A03055,R04104,20CS,1.775
A03055/R05330,A03055,R05330,20CS,1.742
A03055/R07161,A03055,R07161,20CS,1.902
A03055/R08297,A03055,R08297,20CS,1.867
A03055/R12148,A03055,R12148,20CS,1.785
A03055/RTx2918,A03055,RTx2918,20CS,1.875
A03055/RTx2936,A03055,RTx2936,20CS,1.845
A03055/RTx2942,A03055,RTx2942,20CS,1.707
A03055/RTx2943,A03055,RTx2943,20CS,1.902
A03055/RTx2944,A03055,RTx2944,20CS,1.942
A03089/R04104,A03089,R04104,20CS,1.815
A03089/R05393,A03089,R05393,20CS,1.882
A03089/R08224,A03089,R08224,20CS,1.925
A03089/R12157,A03089,R12157,20CS,1.745
A03089/RTx2914,A03089,RTx2914,20CS,1.827
A03089/RTx2917,A03089,RTx2917,20CS,1.66
A03093/R02107,A03093,R02107,20CS,1.87
A03093/R05386,A03093,R05386,20CS,1.822
A03093/R05405,A03093,R05405,20CS,1.905
A03093/R07178,A03093,R07178,20CS,1.857
A03093/R08297,A03093,R08297,20CS,1.862
A03093/R12148,A03093,R12148,20CS,1.8
A03093/RTx2913,A03093,RTx2913,20CS,1.947
A03093/RTx2917,A03093,RTx2917,20CS,1.737
A03093/RTx2920,A03093,RTx2920,20CS,2
A03093/RTx2940,A03093,RTx2940,20CS,1.83
A03093/RTx2944,A03093,RTx2944,20CS,1.867
A03121/R02107,A03121,R02107,20CS,1.765
A03121/R05330,A03121,R05330,20CS,1.795
A03121/R05425,A03121,R05425,20CS,1.77
A03121/R07178,A03121,R07178,20CS,1.767
A03121/R08224,A03121,R08224,20CS,1.825
A03121/R08303,A03121,R08303,20CS,1.747
A03121/R12157,A03121,R12157,20CS,1.642
A03121/RTx2913,A03121,RTx2913,20CS,1.765
A03121/RTx2919,A03121,RTx2919,20CS,1.692
A03121/RTx2935,A03121,RTx2935,20CS,1.63
A03121/RTx2944,A03121,RTx2944,20CS,1.852
A05071/R02107,A05071,R02107,20CS,1.847
A05071/R04060,A05071,R04060,20CS,1.762
A05071/R05330,A05071,R05330,20CS,1.822
A05071/R05405,A05071,R05405,20CS,1.877
A05071/R05425,A05071,R05425,20CS,1.895
A05071/R08297,A05071,R08297,20CS,1.815
A05071/R11158,A05071,R11158,20CS,1.877
A05071/R12154,A05071,R12154,20CS,1.847
A05071/RTx2916,A05071,RTx2916,20CS,1.98
A05071/RTx2918,A05071,RTx2918,20CS,1.85
A05071/RTx2936,A05071,RTx2936,20CS,2.04
A05071/RTx2942,A05071,RTx2942,20CS,1.747
A05210/R03248,A05210,R03248,20CS,1.822
A05210/R05330,A05210,R05330,20CS,1.73
A05210/R05405,A05210,R05405,20CS,1.87
A05210/R05512,A05210,R05512,20CS,1.68
A05210/R08224,A05210,R08224,20CS,1.912
A05210/R12145,A05210,R12145,20CS,1.79
A05210/R12154,A05210,R12154,20CS,1.76
A05210/R12157,A05210,R12157,20CS,1.735
A05210/RTx2937,A05210,RTx2937,20CS,1.867
A05210/RTx2938,A05210,RTx2938,20CS,1.832
A05210/RTx2943,A05210,RTx2943,20CS,2.022
A05269/R01302,A05269,R01302,20CS,1.867
A05269/R05330,A05269,R05330,20CS,1.772
A05269/R07161,A05269,R07161,20CS,1.89
A05269/R08303,A05269,R08303,20CS,1.97
A05269/R08306,A05269,R08306,20CS,1.94
A05269/R11208,A05269,R11208,20CS,1.872
A05269/R12156,A05269,R12156,20CS,1.777
A05269/RTx2919,A05269,RTx2919,20CS,1.792
A05269/RTx2936,A05269,RTx2936,20CS,1.862
A05269/RTx2943,A05269,RTx2943,20CS,2.04
A05269/RTx2944,A05269,RTx2944,20CS,1.915
A06035/R03248,A06035,R03248,20CS,1.815
A06035/R05330,A06035,R05330,20CS,1.745
A06035/R12154,A06035,R12154,20CS,1.762
A06035/RTx2913,A06035,RTx2913,20CS,1.78
A06035/RTx2917,A06035,RTx2917,20CS,1.647
A06035/RTx2920,A06035,RTx2920,20CS,1.815
A06035/RTx2936,A06035,RTx2936,20CS,2
A06035/RTx2943,A06035,RTx2943,20CS,1.93
A06036/R04104,A06036,R04104,20CS,1.922
A06036/R08306,A06036,R08306,20CS,2.027
A06036/R11158,A06036,R11158,20CS,1.925
A06036/R12156,A06036,R12156,20CS,1.887
A06036/RTx2919,A06036,RTx2919,20CS,1.86
A06036/RTx2940,A06036,RTx2940,20CS,1.892
A07118/R07161,A07118,R07161,20CS,1.767
A07118/R08224,A07118,R08224,20CS,1.765
A07118/R08304,A07118,R08304,20CS,1.727
A07118/R12145,A07118,R12145,20CS,1.645
A07118/R12148,A07118,R12148,20CS,1.645
A07118/R12157,A07118,R12157,20CS,1.65
A07118/RTx2919,A07118,RTx2919,20CS,1.732
A07118/RTx2944,A07118,RTx2944,20CS,1.915
A07124/R01302,A07124,R01302,20CS,1.765
A07124/R04060,A07124,R04060,20CS,1.657
A07124/R05330,A07124,R05330,20CS,1.69
A07124/R05425,A07124,R05425,20CS,1.752
A07124/R07178,A07124,R07178,20CS,1.75
A07124/R11158,A07124,R11158,20CS,1.652
A07124/R11208,A07124,R11208,20CS,1.702
A07124/RTx2917,A07124,RTx2917,20CS,1.552
A07124/RTx2919,A07124,RTx2919,20CS,1.65
A07124/RTx2935,A07124,RTx2935,20CS,1.71
A07124/RTx2943,A07124,RTx2943,20CS,1.825
A08068/R03248,A08068,R03248,20CS,1.927
A08068/R07161,A08068,R07161,20CS,2.045
A08068/R11158,A08068,R11158,20CS,1.997
A08068/R12156,A08068,R12156,20CS,1.915
A08068/RTx2919,A08068,RTx2919,20CS,1.912
A08068/RTx2941,A08068,RTx2941,20CS,2.055
A08134/R02107,A08134,R02107,20CS,1.93
A08134/R04060,A08134,R04060,20CS,1.817
A08134/R05405,A08134,R05405,20CS,1.93
A08134/R07178,A08134,R07178,20CS,1.982
A08134/R08297,A08134,R08297,20CS,1.865
A08134/R11158,A08134,R11158,20CS,1.867
A08134/R12148,A08134,R12148,20CS,1.9
A08134/RTx2918,A08134,RTx2918,20CS,1.797
A08134/RTx2936,A08134,RTx2936,20CS,1.99
A08134/RTx2940,A08134,RTx2940,20CS,1.882
